from_id,subject,to_id,object,relation
103,代码格式,1037,【推荐】无需为对齐等号额外加空格,包含
103,代码格式,1038,【推荐】不同逻辑/语义/业务代码间插入一个空行,包含
104,OOP规约,1039,【强制】用类名访问静态成员，不用对象引用,包含
104,OOP规约,1040,【强制】覆写方法必须加 @Override,包含
104,OOP规约,1041,【强制】可变参数限定相同类型/业务含义，避免定义为 Object,包含
104,OOP规约,1042,【强制】接口签名不可修改，过时加 @Deprecated,包含
104,OOP规约,1043,【强制】禁止使用过时的类或方法,包含
104,OOP规约,1044,【强制】equals 用常量或有值对象调用，防 NPE,包含
104,OOP规约,1045,【强制】整型包装类对象值比较用 equals,包含
104,OOP规约,1046,【强制】货币金额以最小货币单位且整型存储,包含
104,OOP规约,1047,【强制】浮点等值判断用误差范围或 BigDecimal 比较,包含
104,OOP规约,1048,【强制】BigDecimal 等值比较用 compareTo 而非 equals,包含
104,OOP规约,1049,【强制】DO 类属性类型与数据库字段类型匹配,包含
104,OOP规约,1050,【强制】禁止用 BigDecimal(double) 构造,包含
104,OOP规约,1051,【强制】POJO/RPC 用包装类型，局部变量用基本类型,包含
104,OOP规约,1052,【强制】POJO 类不设属性默认值,包含
104,OOP规约,1053,【强制】序列化类新增属性不改 serialVersionUID,包含
104,OOP规约,1054,【强制】构造方法禁止业务逻辑，初始化逻辑放 init,包含
104,OOP规约,1055,【强制】POJO 必须写 toString，继承时加 super.toString(),包含
104,OOP规约,1056,【强制】禁止同属性 isXxx() 与 getXxx() 并存,包含
104,OOP规约,1057,【推荐】split 后按索引访问需检查末尾空内容,包含
104,OOP规约,1058,【推荐】多个构造方法/同名方法按序放置,包含
104,OOP规约,1059,【推荐】方法顺序：公有/保护 > 私有 > getter/setter,包含
104,OOP规约,1060,【推荐】setter 用 this 赋值，getter/setter 不加业务逻辑,包含
104,OOP规约,1061,【推荐】循环内字符串拼接用 StringBuilder,包含
104,OOP规约,1062,【推荐】final 的适用场景（不可继承/修改/覆写/重赋值）,包含
104,OOP规约,1063,【推荐】慎用 clone（默认浅拷贝）,包含
104,OOP规约,1064,【推荐】类成员与方法访问控制从严,包含
105,日期时间,1065,【强制】日期格式化年份用小写 y（非大写 YYYY）,包含
105,日期时间,1066,【强制】分清 M 月/m 分、H 24 小时/h 12 小时,包含
105,日期时间,1067,【强制】当前毫秒用 System.currentTimeMillis(),包含
105,日期时间,1068,【强制】禁用 java.sql.Date/Time/Timestamp,包含
105,日期时间,1069,【强制】不写死一年 365 天，需处理闰年,包含
105,日期时间,1070,【推荐】避免公历闰年 2 月 29 日问题,包含
105,日期时间,1071,【推荐】月份用枚举，注意 month 从 0 起,包含
106,集合处理,1072,【强制】覆写 equals 必须覆写 hashCode（Set/Map 键）,包含
106,集合处理,1073,【强制】集合判空用 isEmpty() 而非 size()==0,包含
106,集合处理,1074,【强制】toMap() 需传 mergeFunction 防同 key 异常,包含
106,集合处理,1075,【强制】toMap() 注意 value 为 null 抛 NPE,包含
106,集合处理,1076,【强制】subList 结果不可强转 ArrayList,包含
106,集合处理,1077,【强制】keySet/values/entrySet 视图不可增删元素,包含
106,集合处理,1078,【强制】emptyList/singletonList 等不可变集合不可增删,包含
106,集合处理,1079,【强制】subList 场景注意父集合增删引发并发修改异常,包含
106,集合处理,1080,【强制】集合转数组用 toArray(new T[0]),包含
106,集合处理,1081,【强制】addAll() 对输入集合做 NPE 判断,包含
106,集合处理,1082,【强制】Arrays.asList() 转换的集合不可增删,包含
106,集合处理,1083,【强制】<? extends T> 不能 add，<? super T> 不能 get,包含
106,集合处理,1084,【强制】泛型混用时元素需 instanceof 判断,包含
106,集合处理,1085,【强制】foreach 中不增删元素，用 iterator（并发需加锁）,包含
106,集合处理,1086,【强制】Comparator 需满足自反/传递/对称三条件,包含
106,集合处理,1087,【推荐】泛型集合用 diamond 语法或全省略,包含
106,集合处理,1088,【推荐】集合初始化指定初始容量,包含
106,集合处理,1089,【推荐】遍历 Map 用 entrySet 而非 keySet,包含
106,集合处理,1090,【推荐】注意各 Map 对 null 键值的支持差异,包含
106,集合处理,1091,【参考】合理利用集合的有序性与稳定性,包含
106,集合处理,1092,【参考】利用 Set 唯一性去重，避免 List.contains 遍历,包含
107,并发处理,1093,【强制】单例对象及其方法须线程安全,包含
107,并发处理,1094,【强制】线程/线程池指定有意义的名称,包含
107,并发处理,1095,【强制】线程须经线程池创建，不显式 new 线程,包含
107,并发处理,1096,【强制】用 ThreadPoolExecutor 而非 Executors,包含
107,并发处理,1097,【强制】SimpleDateFormat 勿 static，需加锁或用 DateUtils,包含
107,并发处理,1098,【强制】自定义 ThreadLocal 用 try-finally 回收,包含
107,并发处理,1099,【强制】高并发尽量无锁/锁区块，减小锁开销,包含
107,并发处理,1100,【强制】多资源加锁保持顺序一致防死锁,包含
107,并发处理,1101,【强制】阻塞加锁 lock() 放在 try 块外,包含
107,并发处理,1102,【强制】tryLock 后先判断是否持锁再进业务,包含
107,并发处理,1103,【强制】并发更新同一记录用乐观锁(version),包含
107,并发处理,1104,【强制】定时任务用 ScheduledExecutorService 而非 Timer,包含
107,并发处理,1105,【推荐】资金等金融敏感信息用悲观锁,包含
107,并发处理,1106,【推荐】CountDownLatch 须保证每个线程 countDown,包含
107,并发处理,1107,【推荐】Random 实例勿多线程共享,包含
107,并发处理,1108,【推荐】双重检查锁目标属性声明 volatile,包含
107,并发处理,1109,【参考】volatile 仅适合一写多读，多写不保证,包含
107,并发处理,1110,【参考】规避 HashMap 高并发 resize 死链风险,包含
107,并发处理,1111,【参考】ThreadLocal 用 static 修饰，不解决共享对象更新,包含
108,控制语句,1112,【强制】switch 含 default 且放最后，case 需终止或注释,包含
108,控制语句,1113,【强制】switch 的 String 外部参数先判 null,包含
108,控制语句,1114,【强制】if/else/for/while/do 必须使用大括号,包含
108,控制语句,1115,【强制】三目运算符注意类型对齐导致的拆箱 NPE,包含
108,控制语句,1116,【强制】高并发用区间判断替代等于判断作中断条件,包含
108,控制语句,1117,【推荐】方法超 10 行时 return/throw 后加空行,包含
108,控制语句,1118,【推荐】异常分支少用 if-else，用卫语句/策略/状态模式,包含
108,控制语句,1119,【推荐】复杂判断先赋布尔变量，不在条件中执行,包含
108,控制语句,1120,【推荐】不在其他表达式（尤其条件）中插入赋值,包含
108,控制语句,1121,【推荐】循环体内重操作尽量移到循环外,包含
108,控制语句,1122,【推荐】避免取反逻辑运算符,包含
108,控制语句,1123,【推荐】公开接口（尤其批量操作）入参保护,包含
108,控制语句,1124,【参考】需要参数校验的场景,包含
108,控制语句,1125,【参考】可不做参数校验的场景,包含
109,注释规约,1126,【强制】类/属性/方法注释用 Javadoc /** */ 格式,包含
109,注释规约,1127,【强制】抽象方法须用 Javadoc 说明功能,包含
109,注释规约,1128,【强制】所有类必须注明创建者和创建日期,包含
109,注释规约,1129,【强制】方法内单行 // 另起一行，多行用 /* */,包含
109,注释规约,1130,【强制】枚举类型字段必须注释说明用途,包含
109,注释规约,1131,【推荐】注释用中文说清，专有名词保留英文,包含
109,注释规约,1132,【推荐】改代码同步更新注释,包含
109,注释规约,1133,【推荐】删除未使用的字段/方法/参数/内部类,包含
109,注释规约,1134,【参考】谨慎注释代码，无用则删除,包含
109,注释规约,1135,【参考】注释准确反映设计思想与业务含义,包含
109,注释规约,1136,【参考】注释精简，好命名自解释,包含
109,注释规约,1137,【参考】TODO/FIXME 注明标记人与标记时间,包含
110,前后端规约,1138,【强制】API 明确协议/域名/路径/方法/内容/状态码/响应体,包含
110,前后端规约,1139,【强制】空列表接口返回空数组 [] 或空集合 {},包含
110,前后端规约,1140,【强制】错误响应含 HTTP 状态码/errorCode/errorMessage/用户提示,包含
110,前后端规约,1141,【强制】JSON 的 key 用 lowerCamelCase,包含
110,前后端规约,1142,【强制】errorMessage 用于前后端错误追踪,包含
110,前后端规约,1143,【强制】超大整数用 String 返回，禁止 Long,包含
110,前后端规约,1144,【强制】URL 传参不超过 2048 字节,包含
110,前后端规约,1145,【强制】body 传参必须控制长度,包含
110,前后端规约,1146,【强制】翻页参数越界做首/末页处理,包含
110,前后端规约,1147,【强制】内部重定向用 forward，外部用 URL 代理,包含
110,前后端规约,1148,【推荐】返回信息标记是否可缓存,包含
110,前后端规约,1149,【推荐】返回数据用 JSON 而非 XML,包含
110,前后端规约,1150,【推荐】时间格式统一 yyyy-MM-dd HH:mm:ss（GMT）,包含
110,前后端规约,1151,【参考】版本号放 HTTP 头而非路径,包含
111,其他,1152,【强制】正则表达式利用预编译提升匹配速度,包含
111,其他,1153,【强制】避免用 ApacheBeanUtils 做属性拷贝,包含
111,其他,1154,【强制】velocity 调用 POJO 直接用属性名取值,包含
111,其他,1155,【强制】后台输送给页面的变量加 $!{var},包含
111,其他,1156,【强制】随机整数用 Random 的 nextInt/nextLong,包含
111,其他,1157,【强制】枚举的属性字段私有且不可变,包含
111,其他,1158,【推荐】视图模板中不加复杂逻辑,包含
111,其他,1159,【推荐】数据结构构造/初始化指定大小,包含
111,其他,1160,【推荐】及时清理不再使用的代码/配置,包含
112,错误码,1161,【强制】错误码原则：快速溯源、沟通标准化,包含
112,错误码,1162,【强制】错误码不体现版本号和错误等级,包含
112,错误码,1163,【强制】正常但需填错误码时返回 00000,包含
112,错误码,1164,【强制】错误码为 5 位字符串：来源 + 四位编号,包含
112,错误码,1165,【强制】编号先到先得、审批后永久固定,包含
112,错误码,1166,【强制】避免随意定义新错误码，复用已有,包含
112,错误码,1167,【强制】错误码不能直接输出给用户,包含
112,错误码,1168,【推荐】业务信息由 error_message 承载,包含
112,错误码,1169,【推荐】第三方错误码转义并保留原码,包含
112,错误码,1170,【参考】错误码分一/二/三级宏观错误码,包含
112,错误码,1171,【参考】错误码后三位与 HTTP 状态码无关,包含
112,错误码,1172,【参考】错误码利于跨文化协作,包含
112,错误码,1173,【参考】纯数字错误码不利于感性记忆与分类,包含
113,异常处理,1174,【强制】可预检查规避的 RuntimeException 用判断而非 catch,包含
113,异常处理,1175,【强制】异常不用于流程/条件控制,包含
113,异常处理,1176,【强制】catch 区分稳定/非稳定代码，区分异常类型,包含
113,异常处理,1177,【强制】捕获异常必须处理或上抛给调用者,包含
113,异常处理,1178,【强制】事务场景 catch 后需手动回滚,包含
113,异常处理,1179,【强制】finally 必须关闭资源对象,包含
113,异常处理,1180,【强制】finally 中禁止 return,包含
113,异常处理,1181,【强制】捕获异常须完全匹配或为其父类,包含
113,异常处理,1182,【强制】调 RPC/二方包/动态生成类用 Throwable 拦截,包含
113,异常处理,1183,【推荐】返回值可为 null 时须注释说明,包含
113,异常处理,1184,【推荐】注意防止 NPE 的常见场景,包含
113,异常处理,1185,【推荐】使用有业务含义的自定义异常,包含
113,异常处理,1186,【参考】对外 http/api 用错误码，内部用异常，RPC 用 Result,包含
114,日志规约,1187,【强制】用门面日志框架（SLF4J/JCL），不用实现类 API,包含
114,日志规约,1188,【强制】日志至少保存 15 天，并规范命名,包含
114,日志规约,1189,【强制】安全相关日志不少于 6 个月并多机备份,包含
114,日志规约,1190,【强制】扩展日志命名 appName_logType_logName.log,包含
114,日志规约,1191,【强制】日志字符串拼接用占位符,包含
114,日志规约,1192,【强制】trace/debug/info 输出前做级别开关判断,包含
114,日志规约,1193,【强制】避免重复打印，设 additivity=false,包含
114,日志规约,1194,【强制】生产禁 System.out/err 和 printStackTrace,包含
114,日志规约,1195,【强制】异常日志含案发现场与堆栈信息,包含
114,日志规约,1196,【强制】日志禁止直接用 JSON 工具转对象,包含
114,日志规约,1197,【推荐】谨慎记录日志，生产禁 debug,包含
114,日志规约,1198,【推荐】用户参数错误用 warn 级别,包含
114,日志规约,1199,【推荐】日志错误信息尽量英文描述,包含
114,日志规约,1200,【推荐】日志中用户敏感信息脱敏,包含
115,建表规约,1228,【强制】是与否字段用 is_xxx + unsigned tinyint,包含
115,建表规约,1229,【强制】表名/字段名小写，禁止数字开头,包含
115,建表规约,1230,【强制】表名不使用复数,包含
115,建表规约,1231,【强制】禁用 MySQL 保留字,包含
115,建表规约,1232,【强制】索引名用 pk_/uk_/idx_ 前缀,包含
115,建表规约,1233,【强制】小数类型用 decimal，禁用 float/double,包含
115,建表规约,1234,【强制】等长字符串用 char,包含
115,建表规约,1235,【强制】varchar 不超过 5000，超长用 text 分表,包含
115,建表规约,1236,【强制】表必备 id/create_time/update_time 三字段,包含
115,建表规约,1237,【强制】用逻辑删除，不用物理删除,包含
115,建表规约,1238,【推荐】表名遵循“业务名称_表的作用”,包含
115,建表规约,1239,【推荐】库名与应用名一致,包含
115,建表规约,1240,【推荐】修改字段含义及时更新注释,包含
115,建表规约,1241,【推荐】字段适当冗余（非频繁改/非唯一索引/非超长）,包含
115,建表规约,1242,【推荐】超 500 万行或 2GB 才分库分表,包含
115,建表规约,1243,【参考】合适字符长度提升检索速度,包含
116,索引规约,1244,【强制】唯一特性字段建唯一索引,包含
116,索引规约,1245,【强制】超三表禁 join，join 字段类型一致且建索引,包含
116,索引规约,1246,【强制】varchar 建索引必须指定长度,包含
116,索引规约,1247,【强制】页面搜索禁左模糊/全模糊,包含
116,索引规约,1248,【推荐】order by 利用索引有序性避免 filesort,包含
116,索引规约,1249,【推荐】利用覆盖索引避免回表,包含
116,索引规约,1250,【推荐】延迟关联/子查询优化深分页,包含
116,索引规约,1251,【推荐】SQL 优化目标达到 range 以上（ref/const）,包含
116,索引规约,1252,【推荐】组合索引区分度最高的在最左,包含
116,索引规约,1253,【推荐】防止隐式转换导致索引失效,包含
116,索引规约,1254,【参考】避免索引宁滥勿缺/吝啬/抵制唯一索引等误解,包含
117,SQL 语句,1255,【强制】统计行数用 count(*),包含
117,SQL 语句,1256,【强制】count(distinct 多列) 含 NULL 时注意返回 0,包含
117,SQL 语句,1257,【强制】sum 全 NULL 列返回 NULL，需防 NPE,包含
117,SQL 语句,1258,【强制】用 ISNULL() 判断 NULL 值,包含
117,SQL 语句,1259,【强制】分页 count 为 0 直接返回,包含
117,SQL 语句,1260,【强制】禁止外键与级联，外键概念在应用层解决,包含
117,SQL 语句,1261,【强制】禁止使用存储过程,包含
117,SQL 语句,1262,【强制】数据订正先 select 确认再更新,包含
117,SQL 语句,1263,【强制】多表操作列名前加表别名限定,包含
117,SQL 语句,1264,【推荐】表别名前加 as，按 t1/t2/t3 命名,包含
117,SQL 语句,1265,【推荐】in 集合元素控制在 1000 以内,包含
117,SQL 语句,1266,【参考】字符存储统一 utf8mb4 字符集,包含
117,SQL 语句,1267,【参考】不建议使用 TRUNCATE TABLE,包含
118,ORM 映射,1268,【强制】查询禁 select *，明确字段列表,包含
118,ORM 映射,1269,【强制】布尔字段在 resultMap 中做 is_xxx 映射,包含
118,ORM 映射,1270,【强制】用 <resultMap> 而非 resultClass,包含
118,ORM 映射,1271,【强制】sql.xml 用 #{} 防 SQL 注入,包含
118,ORM 映射,1272,【强制】不推荐 queryForList 分页,包含
118,ORM 映射,1273,【强制】查询结果集不用 HashMap/Hashtable,包含
118,ORM 映射,1274,【强制】更新记录同时更新 update_time,包含
118,ORM 映射,1275,【推荐】更新只改目标字段，不写大而全接口,包含
118,ORM 映射,1276,【参考】勿滥用 @Transactional 事务,包含
118,ORM 映射,1277,【参考】isEqual/isNotEmpty/isNotNull 动态标签语义,包含
119,应用分层,1278,【推荐】分层结构（开放API/显示/Web/Service/Manager/DAO/第三方/外部数据）,包含
119,应用分层,1279,【参考】分层异常处理规约,包含
119,应用分层,1280,【参考】分层领域模型 DO/DTO/BO/Query/VO,包含
120,二方库依赖,1281,【强制】GAV 定义规范（GroupId 最多 4 级）,包含
120,二方库依赖,1282,【强制】版本号主.次.修订三段式命名,包含
120,二方库依赖,1283,【强制】线上禁依赖 SNAPSHOT，RELEASE 不覆盖,包含
120,二方库依赖,1284,【强制】二方库升级保持 jar 仲裁结果不变,包含
120,二方库依赖,1285,【强制】二方库接口返回值不用枚举类型,包含
120,二方库依赖,1286,【强制】定制包命名加“-英文说明[序号]”,包含
120,二方库依赖,1287,【强制】依赖二方库群定义统一版本变量,包含
120,二方库依赖,1288,【强制】禁止相同 GroupId/ArtifactId 不同 Version,包含
120,二方库依赖,1289,【推荐】底层框架谨慎引入第三方实现,包含
120,二方库依赖,1290,【推荐】依赖放 dependencies，版本仲裁放 dependencyManagement,包含
120,二方库依赖,1291,【推荐】二方库不增配置项,包含
120,二方库依赖,1292,【推荐】不使用不稳定的工具包/Utils,包含
120,二方库依赖,1293,【参考】二方库发布遵循精简/记录/行为稳定三原则,包含
121,服务器,1294,【强制】远程调用必须设置超时,包含
121,服务器,1295,【推荐】客户端设置超时，明确生效顺序,包含
121,服务器,1296,【推荐】高并发服务器调小 time_wait,包含
121,服务器,1297,【推荐】调大最大文件句柄数,包含
121,服务器,1298,【推荐】JVM 加 HeapDumpOnOutOfMemoryError,包含
121,服务器,1299,【推荐】Xms 与 Xmx 设置相同大小,包含
121,服务器,1300,【推荐】独立线程池隔离慢服务,包含
121,服务器,1301,【参考】重定向用 forward/URL Broker,包含
3,单元测试,1201,【强制】单元测试遵守 AIR 原则（自动化/独立/可重复）,包含
3,单元测试,1202,【强制】单测全自动非交互，用 assert 验证,包含
3,单元测试,1203,【强制】单测用例保持独立，不互相调用,包含
3,单元测试,1204,【强制】单测可重复执行，不受外界环境影响,包含
3,单元测试,1205,【强制】单测粒度小（类级或方法级）,包含
3,单元测试,1206,【强制】核心业务增量代码单测通过,包含
3,单元测试,1207,【强制】单测代码放 src/test/java,包含
3,单元测试,1208,【推荐】语句覆盖率 70%，核心模块 100%,包含
3,单元测试,1209,【推荐】单测遵守 BCDE 原则,包含
3,单元测试,1210,【推荐】用程序插入/导入方式准备测试数据,包含
3,单元测试,1211,【推荐】数据库单测自动回滚或加前后缀标识,包含
3,单元测试,1212,【推荐】重构不可测代码使之可测,包含
3,单元测试,1213,【推荐】设计评审确定单测范围,包含
3,单元测试,1214,【推荐】提测前完成单元测试,包含
3,单元测试,1215,【参考】便于单测的代码习惯（构造/全局/依赖/条件精简）,包含
3,单元测试,1216,【参考】澄清对单元测试的常见误解,包含
4,安全规约,1217,【强制】用户个人页面/功能必须权限校验,包含
4,安全规约,1218,【强制】敏感数据脱敏展示,包含
4,安全规约,1219,【强制】参数绑定防 SQL 注入,包含
4,安全规约,1220,【强制】用户请求参数必须有效性验证,包含
4,安全规约,1221,【强制】防 XSS，禁止输出未转义用户数据,包含
4,安全规约,1222,【强制】表单/AJAX 做 CSRF 安全验证,包含
4,安全规约,1223,【强制】外部重定向目标做白名单过滤,包含
4,安全规约,1224,【强制】平台资源防重放（限频/验证码）,包含
4,安全规约,1225,【强制】文件上传严格检查大小与类型,包含
4,安全规约,1226,【强制】配置文件密码加密,包含
4,安全规约,1227,【推荐】内容场景做防刷与违禁词过滤,包含
7,设计规约,1302,【强制】存储方案与数据结构设计评审通过并成文,包含
7,设计规约,1303,【强制】复杂需求（多角色/多用例）用用例图,包含
7,设计规约,1304,【强制】对象状态超 3 个用状态图,包含
7,设计规约,1305,【强制】调用链对象超 3 个用时序图,包含
7,设计规约,1306,【强制】模型类超 5 个用类图,包含
7,设计规约,1307,【强制】协作对象超 2 个用活动图,包含
7,设计规约,1308,【强制】识别弱依赖设计降级与应急预案,包含
7,设计规约,1309,【推荐】架构设计明确边界/模块关系/演化原则/非功能需求,包含
7,设计规约,1310,【推荐】需求分析评估异常流程与业务边界,包含
7,设计规约,1311,【推荐】类设计符合单一职责原则,包含
7,设计规约,1312,【推荐】优先聚合/组合，慎用继承,包含
7,设计规约,1313,【推荐】依赖倒置，依赖抽象与接口,包含
7,设计规约,1314,【推荐】对扩展开放、对修改闭合,包含
7,设计规约,1315,【推荐】共性抽取公共模块，遵循 DRY,包含
7,设计规约,1316,【推荐】正确理解敏捷开发,包含
7,设计规约,1317,【参考】设计文档明确需求/理顺逻辑/指导维护,包含
7,设计规约,1318,【参考】可扩展性的本质是隔离变化点,包含
7,设计规约,1319,【参考】设计的本质是识别并表达难点,包含
7,设计规约,1320,【参考】代码即文档的观点是错误的,包含
7,设计规约,1321,【参考】无障碍设计要点（tab 聚焦/验证码/控件交互）,包含
1001,【强制】命名不能以下划线或美元符号开头或结尾,4001,_name / __name / $Object / name_ / name$ / Object$,反例
1002,【强制】命名禁用拼音与英文混用，也不得直接使用中文,2001,正确的英文拼写和语法可以让阅读者易于理解，避免歧义。注意，即使纯拼音命名方式也要避免采用。,说明
1002,【强制】命名禁用拼音与英文混用，也不得直接使用中文,3001,ali / alibaba / taobao / kaikeba / aliyun / youku / hangzhou等国际通用的名称，可视同英文。,正例
1002,【强制】命名禁用拼音与英文混用，也不得直接使用中文,4002,DaZhePromotion【打折】/ getPingfenByName()【评分】 / String fw【福娃】/ int 变量名 = 3,反例
1003,【强制】代码与注释中避免歧视性或侮辱性词语,3002,blockList / allowList / secondary,正例
1003,【强制】代码与注释中避免歧视性或侮辱性词语,4003,blackList / whiteList / slave / SB / WTF,反例
1004,【强制】类名用 UpperCamelCase（DO/PO/DTO/BO/VO/UID 等除外）,3003,ForceCode / UserDO / HtmlDTO / XmlService / TcpUdpDeal / TaPromotion,正例
1004,【强制】类名用 UpperCamelCase（DO/PO/DTO/BO/VO/UID 等除外）,4004,forcecode / UserDo / HTMLDto / XMLService / TCPUDPDeal / TAPromotion,反例
1005,【强制】方法名、参数、成员变量、局部变量统一 lowerCamelCase,3004,localValue / getHttpMessage() / inputUserId,正例
1006,【强制】常量全大写下划线分隔，语义完整,3005,MAX_STOCK_COUNT / CACHE_EXPIRED_TIME,正例
1006,【强制】常量全大写下划线分隔，语义完整,4005,MAX_COUNT / EXPIRED_TIME,反例
1008,【强制】类型与中括号紧挨定义数组（int[] 而非 int []）,3006,定义整形数组int[] arrayDemo。,正例
1008,【强制】类型与中括号紧挨定义数组（int[] 而非 int []）,4006,在main参数中，使用String args[] 来定义。,反例
1009,【强制】POJO 布尔变量不加 is 前缀,2002,"本文MySQL规约中的建表约定第1条，表达是与否的变量采用is_xxx的命名方式，所以需要在<resultMap>
设置从is_xxx到xxx的映射关系。",说明
1009,【强制】POJO 布尔变量不加 is 前缀,4007,"定义为布尔类型Boolean isDeleted的字段，它的getter方法也是isDeleted()，部分框架在反向解析时，“误以
为”对应的字段名称是deleted，导致字段获取不到，得到意料之外的结果或抛出异常。",反例
1010,【强制】包名小写、点间单词单数且语义单一,3007,应用工具类包名为com.alibaba.ei.kunlun.aap.util；类名为MessageUtils（此规则参考spring的框架结构）。,正例
1011,【强制】避免父子类成员或不同代码块局部变量同名,2003,"子类、父类成员变量名相同，即使是public也是能够通过编译，而局部变量在同一方法内的不同代码块中同名
也是合法的，但是要避免使用。对于非setter / getter的参数名称也要避免与成员变量名称相同。",说明
1011,【强制】避免父子类成员或不同代码块局部变量同名,4008,"public class ConfusingName {
protected int stock;
protected String alibaba;
// 非setter/getter的参数名称，不允许与本类成员变量同名
public void access(String alibaba) {
if (condition) {
final int money = 666;
// ...
}
for (int i = 0; i < 10; i++) {
// 在同一方法体中，不允许与其它代码块中的money命名相同
final int money = 15978;
// ...
}
}
}
class Son extends ConfusingName {
// 不允许与父类的成员变量名称相同
private int stock;
}",反例
1012,【强制】杜绝不规范的英文缩写,4009,"AbstractClass“缩写”成AbsClass；condition“缩写”成condi；Function“缩写”成Fu，此类随意缩写
严重降低了代码的可阅读性。",反例
1013,【推荐】命名使用完整单词组合实现自解释,3008,在JDK中，对某个对象引用的volatile字段进行原子更新的类名为AtomicReferenceFieldUpdater。,正例
1013,【推荐】命名使用完整单词组合实现自解释,4010,常见的方法内变量为int a; 的定义方式。,反例
1014,【推荐】表示类型的名词放词尾以提升辨识度,3009,startTime / workQueue / nameList / TERMINATED_THREAD_COUNT,正例
1014,【推荐】表示类型的名词放词尾以提升辨识度,4011,startedAt / QueueOfWork / listName / COUNT_TERMINATED_THREAD,反例
1015,【推荐】使用设计模式时在命名中体现模式,2004,将设计模式体现在名字中，有利于阅读者快速理解架构设计思想。,说明
1015,【推荐】使用设计模式时在命名中体现模式,3010,"public class OrderFactory;
public class LoginProxy;
public class ResourceObserver;",正例
1016,【推荐】接口方法与属性不加修饰符，尽量不定义常量,2005,JDK8中接口允许有默认实现，那么这个default方法，是对所有实现类都有价值的默认实现。,说明
